id,claim,sentence,evidence,role
2458,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,"THR-123 acts specifically through Alk3 signaling, as mice with a targeted deletion for Alk3 in their tubular epithelium did not respond to therapy with THR-123.",False,RESULTS
2459,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,Combining THR-123 and the angiotensin-converting enzyme inhibitor captopril had an additive therapeutic benefit in controlling renal fibrosis.,True,CONCLUSIONS
2460,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes epithelial damage.,"Our studies show that BMP signaling agonists constitute a new line of therapeutic agents with potential utility in the clinic to induce regeneration, repair and reverse established fibrosis.",False,CONCLUSIONS
2461,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,"Molecules associated with the transforming growth factor β (TGF-β) superfamily, such as bone morphogenic proteins (BMPs) and TGF-β, are key regulators of inflammation, apoptosis and cellular transitions.",False,BACKGROUND
2462,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,Here we show that the BMP receptor activin-like kinase 3 (Alk3) is elevated early in diseased kidneys after injury.,False,BACKGROUND
2463,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,"We also found that its deletion in the tubular epithelium leads to enhanced TGF-β1-Smad family member 3 (Smad3) signaling, epithelial damage and fibrosis, suggesting a protective role for Alk3-mediated signaling in the kidney.",True,BACKGROUND
2464,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,"A structure-function analysis of the BMP-Alk3-BMP receptor, type 2 (BMPR2) ligand-receptor complex, along with synthetic organic chemistry, led us to construct a library of small peptide agonists of BMP signaling that function through the Alk3 receptor.",False,METHODS
2465,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,"One such peptide agonist, THR-123, suppressed inflammation, apoptosis and the epithelial-to-mesenchymal transition program and reversed established fibrosis in five mouse models of acute and chronic renal injury.",False,RESULTS
2466,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,"THR-123 acts specifically through Alk3 signaling, as mice with a targeted deletion for Alk3 in their tubular epithelium did not respond to therapy with THR-123.",False,RESULTS
2467,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,Combining THR-123 and the angiotensin-converting enzyme inhibitor captopril had an additive therapeutic benefit in controlling renal fibrosis.,False,CONCLUSIONS
2468,Knockout proximal tubule-specific deletion of the BMP receptor Alk3 causes fibrosis.,"Our studies show that BMP signaling agonists constitute a new line of therapeutic agents with potential utility in the clinic to induce regeneration, repair and reverse established fibrosis.",False,CONCLUSIONS
2469,LDL cholesterol has a causal role in the development of cardiovascular disease.,BACKGROUND LDL cholesterol has a causal role in the development of cardiovascular disease.,True,BACKGROUND
2470,LDL cholesterol has a causal role in the development of cardiovascular disease.,Improved understanding of the biological mechanisms that underlie the metabolism and regulation of LDL cholesterol might help to identify novel therapeutic targets.,False,BACKGROUND
2471,LDL cholesterol has a causal role in the development of cardiovascular disease.,"We therefore did a genome-wide association study of LDL-cholesterol concentrations.   
",False,BACKGROUND
2472,LDL cholesterol has a causal role in the development of cardiovascular disease.,"METHODS We used genome-wide association data from up to 11,685 participants with measures of circulating LDL-cholesterol concentrations across five studies, including data for 293 461 autosomal single nucleotide polymorphisms (SNPs) with a minor allele frequency of 5% or more that passed our quality control criteria.",False,METHODS
2473,LDL cholesterol has a causal role in the development of cardiovascular disease.,"We also used data from a second genome-wide array in up to 4337 participants from three of these five studies, with data for 290,140 SNPs.",False,METHODS
2474,LDL cholesterol has a causal role in the development of cardiovascular disease.,We did replication studies in two independent populations consisting of up to 4979 participants.,False,METHODS
2475,LDL cholesterol has a causal role in the development of cardiovascular disease.,"Statistical approaches, including meta-analysis and linkage disequilibrium plots, were used to refine association signals; we analysed pooled data from all seven populations to determine the effect of each SNP on variations in circulating LDL-cholesterol concentrations.   
",False,METHODS
2476,LDL cholesterol has a causal role in the development of cardiovascular disease.,"FINDINGS In our initial scan, we found two SNPs (rs599839 [p=1.7x10(-15)] and rs4970834 [p=3.0x10(-11)]) that showed genome-wide statistical association with LDL cholesterol at chromosomal locus 1p13.3.",False,RESULTS
2477,LDL cholesterol has a causal role in the development of cardiovascular disease.,The second genome screen found a third statistically associated SNP at the same locus (rs646776 [p=4.3x10(-9)]).,False,RESULTS
2478,LDL cholesterol has a causal role in the development of cardiovascular disease.,Meta-analysis of data from all studies showed an association of SNPs rs599839 (combined p=1.2x10(-33)) and rs646776 (p=4.8x10(-20)) with LDL-cholesterol concentrations.,False,RESULTS
2479,LDL cholesterol has a causal role in the development of cardiovascular disease.,"SNPs rs599839 and rs646776 both explained around 1% of the variation in circulating LDL-cholesterol concentrations and were associated with about 15% of an SD change in LDL cholesterol per allele, assuming an SD of 1 mmol/L.   INTERPRETATION We found evidence for a novel locus for LDL cholesterol on chromosome 1p13.3.",False,CONCLUSIONS
2480,LDL cholesterol has a causal role in the development of cardiovascular disease.,These results potentially provide insight into the biological mechanisms that underlie the regulation of LDL cholesterol and might help in the discovery of novel therapeutic targets for cardiovascular disease.,False,CONCLUSIONS
2481,Lack of FGF21 in mice increases life expectancy.,BACKGROUND Fibroblast growth factor 21 (FGF21) is a metabolic hormone with pleiotropic effects on glucose and lipid metabolism and insulin sensitivity.,False,BACKGROUND
2482,Lack of FGF21 in mice increases life expectancy.,"It acts as a key downstream target of both peroxisome proliferator-activated receptor α and γ, the agonists of which have been used for lipid lowering and insulin sensitization, respectively.",False,BACKGROUND
2483,Lack of FGF21 in mice increases life expectancy.,"However, the role of FGF21 in the cardiovascular system remains elusive.   
",False,BACKGROUND
2484,Lack of FGF21 in mice increases life expectancy.,METHODS AND RESULTS The roles of FGF21 in atherosclerosis were investigated by evaluating the impact of FGF21 deficiency and replenishment with recombinant FGF21 in apolipoprotein E(-/-) mice.,False,METHODS
2485,Lack of FGF21 in mice increases life expectancy.,"FGF21 deficiency causes a marked exacerbation of atherosclerotic plaque formation and premature death in apolipoprotein E(-/-) mice, which is accompanied by hypoadiponectinemia and severe hypercholesterolemia.",True,RESULTS
2486,Lack of FGF21 in mice increases life expectancy.,"Replenishment of FGF21 protects against atherosclerosis in apolipoprotein E(-/-)mice via 2 independent mechanisms, inducing the adipocyte production of adiponectin, which in turn acts on the blood vessels to inhibit neointima formation and macrophage inflammation, and suppressing the hepatic expression of the transcription factor sterol regulatory element-binding protein-2, thereby leading to reduced cholesterol synthesis and attenuation of hypercholesterolemia.",False,RESULTS
2487,Lack of FGF21 in mice increases life expectancy.,Chronic treatment with adiponectin partially reverses atherosclerosis without obvious effects on hypercholesterolemia in FGF21-deficient apolipoprotein E(-/-) mice.,False,RESULTS
2488,Lack of FGF21 in mice increases life expectancy.,"By contrast, the cholesterol-lowering effects of FGF21 are abrogated by hepatic expression of sterol regulatory element-binding protein-2.   
",False,RESULTS
2489,Lack of FGF21 in mice increases life expectancy.,"CONCLUSIONS FGF21 protects against atherosclerosis via fine tuning the multiorgan crosstalk among liver, adipose tissue, and blood vessels.",False,CONCLUSIONS
2490,Lack of FGF21 in mice leads to atherosclerotic plaque formation.,BACKGROUND Fibroblast growth factor 21 (FGF21) is a metabolic hormone with pleiotropic effects on glucose and lipid metabolism and insulin sensitivity.,False,BACKGROUND
2491,Lack of FGF21 in mice leads to atherosclerotic plaque formation.,"It acts as a key downstream target of both peroxisome proliferator-activated receptor α and γ, the agonists of which have been used for lipid lowering and insulin sensitization, respectively.",False,BACKGROUND
2492,Lack of FGF21 in mice leads to atherosclerotic plaque formation.,"However, the role of FGF21 in the cardiovascular system remains elusive.   
",False,BACKGROUND
2493,Lack of FGF21 in mice leads to atherosclerotic plaque formation.,METHODS AND RESULTS The roles of FGF21 in atherosclerosis were investigated by evaluating the impact of FGF21 deficiency and replenishment with recombinant FGF21 in apolipoprotein E(-/-) mice.,False,METHODS
2494,Lack of FGF21 in mice leads to atherosclerotic plaque formation.,"FGF21 deficiency causes a marked exacerbation of atherosclerotic plaque formation and premature death in apolipoprotein E(-/-) mice, which is accompanied by hypoadiponectinemia and severe hypercholesterolemia.",True,RESULTS
